id|video_path|caption
56|/media/wtheisen/scratch2/telegram_video/romanov_92/393/post_393_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩНаши решили, что надо быть в тренде и у нас должен быть свой Протосевич. Поскольку всех аналогов, кто не успел убежать - уже закрыли - взяли ""блогера"" Хованского. Тип уже даёт признательные показания. Стоит ли ждать покоянное часовое интервью на главных каналах страны - покажет время.@romanov_92"
57|/media/wtheisen/scratch2/telegram_video/romanov_92/111/post_111_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПросьба к силовекам, идентифицировать этого типа. Именно он сегодня в Севастополе координировал действия хомячков. С ним была дама неопределенного возраста. Редакторы ЛОКАЛКИ долго за ним наблюдали. Он стеснялся и отводил глаза))), а мы вчера предупреждали, что каждого негодяя в городе- герое зафиксируем.
58|/media/wtheisen/scratch2/telegram_video/romanov_92/477/post_477_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩТурция уже традиционно становится территорией смерти для наших военных пилотов.В Турции во время тушения лесных пожаров разбился Российский самолёт Бе-200 (МО РФ). На борту находилось семь человек.Шесть из семи членов экипажа самолёта — россияне. @romanov_92
59|/media/wtheisen/scratch2/telegram_video/romanov_92/42/post_42_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩИ коронавирус не помеха. На ""Тавриде"" продолжается укладка третьего слоя асфальтобетона"
60|/media/wtheisen/scratch2/telegram_video/romanov_92/82/post_82_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩМэрия Омска опубликовала в соцсетях ролик о коронавирусе. В нём говорится, что если проголосовать за поправки в Конституцию, то «тогда нам никакой вирус будет не страшен»Чтобы бороться с инфекциями, врачам нужно современное оборудование — именно это предусмотрено одной из поправок в Конституцию, говорится в ролике.Совсем обнаглели!
61|/media/wtheisen/scratch2/telegram_video/romanov_92/403/post_403_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩХлопок на заправке в Новосибирске.Двадцать два человека пострадали. Восемь из них находятся в реанимации в тяжёлом состоянии.Источник: @bazabazon@romanov_92
62|/media/wtheisen/scratch2/telegram_video/romanov_92/20/post_20_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩКакая-то жесть сейчас происходит между США и Венесуэлой... Суть в том, что ещё давно Трамп объявил войну южноамериканским наркокартелям (давно пора), но меры ЦРУ особо не помогли. Тогда американский президент решил избавляться от этой заразы кардинально, а поэтому сейчас туда двигается огромный конвой из американских вооруженных сил. Венесуэла, в свою очередь, мобилизовала армию, и заявляет об угрозе военных действий.
63|/media/wtheisen/scratch2/telegram_video/romanov_92/356/post_356_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ
64|/media/wtheisen/scratch2/telegram_video/romanov_92/80/post_80_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ Уфе внезапно закрылась на карантин очередная больница. На видео руководство больницы сваливает через окно, аки крысы с тонущего корабля. Интересные меры самоизоляции...
65|/media/wtheisen/scratch2/telegram_video/romanov_92/210/post_210_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩШкольников в Нижневартовске посетили сотрудники РосГвардии и обучили некоторым приемам работы со щитом против толпы бандерлогов.@romanov_92
66|/media/wtheisen/scratch2/telegram_video/romanov_92/59/post_59_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПутин встретился с Трутневым и Козловым. Рукопожатие крепкое
67|/media/wtheisen/scratch2/telegram_video/romanov_92/65/post_65_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ📹Ибо нехуй без маски ходить📃 ПОЖЁСТЧЕ
68|/media/wtheisen/scratch2/telegram_video/romanov_92/404/post_404_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩЕщё кадры с хлопком на АЗС в Новосибирске.@romanov_92
69|/media/wtheisen/scratch2/telegram_video/romanov_92/496/post_496_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩMicrosoft подняла на поверхность свой первый подводный дата-центр, который два года пролежал на дне Северного моря.Такой способ хранения информации экологичен, ведь система охлаждалась естественным путем — с помощью холодной морской воды, а энергию для питания центра брали из возобновляемых источников с близлежащих островов. Также хранение получилось более надежным, ведь только в восьми из 855 серверов на борту цилиндра произошли сбои.@romanov_92
70|/media/wtheisen/scratch2/telegram_video/romanov_92/406/post_406_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПросто, если Вы ещё не видели. Дмитрий Губерниев - моё почтение!@romanov_92
71|/media/wtheisen/scratch2/telegram_video/romanov_92/137/post_137_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПотом они говорят, что девушка бросилась на них сама...
72|/media/wtheisen/scratch2/telegram_video/romanov_92/86/post_86_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ
73|/media/wtheisen/scratch2/telegram_video/romanov_92/72/post_72_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩМэр Читы отправился гулять по городу со свитой видеокамер и попытался быкануть на мужика, что шёл без маски. Тот настолько забил хуй, что сказал ""сшейте маску и подарите мне"", а потом и вовсе ушёл от разговора..."
74|/media/wtheisen/scratch2/telegram_video/romanov_92/467/post_467_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ Питере (Расчилененграде) задержали дол///бов из «службой безопасности банка».Именно вот эти сверхразумы похитили с банковских карт жертв не менее семи миллионов рублей.@romanov_92
75|/media/wtheisen/scratch2/telegram_video/romanov_92/107/post_107_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩНа Пушкинской избили противника Алексея Навального, который забрался с плакатом против оппозиционера на фонарный столб.
76|/media/wtheisen/scratch2/telegram_video/romanov_92/109/post_109_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ
77|/media/wtheisen/scratch2/telegram_video/romanov_92/444/post_444_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩСевастополь. Идёт подготовка к параду, которого не будет.@romanov_92
78|/media/wtheisen/scratch2/telegram_video/romanov_92/411/post_411_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩРаньше цыгане были славны тем, что воровали коней и банчили хмурым. Теперь вот самокаты и синтетика... Прогресс, чо...@romanov_92
79|/media/wtheisen/scratch2/telegram_video/romanov_92/295/post_295_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ этом видео все, что надо знать Развожаеву о шарашке на Монастырском...@romanov_92
80|/media/wtheisen/scratch2/telegram_video/romanov_92/45/post_45_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩКоронавирус должен был случиться хотя бы для того, чтобы в тренды снова вернулась хорошо знакома из детства (юности) Масяня. Пока мы с вами старели им уже подрисовали парочку детей. Последний выпуск про «Изоляцию» за 4 дня посмотрело уже 2,3 миллиона. Герои былых времён ещё способны «попылить».
81|/media/wtheisen/scratch2/telegram_video/romanov_92/437/post_437_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩЦе Европа.""Движ"" у стадиона Уэмбли в Лондоне.Фанаты англичан прорвались через ограждения и пробрались без билетов. Англичане никогда не выигрывали Евро.@romanov_92"
82|/media/wtheisen/scratch2/telegram_video/romanov_92/362/post_362_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩТрое Крымских индивидов (общественники?) решили, что раз одним можно слать п*ськи в личку то и им не грех зайти по беспределу и решили похитить Севастопольца с целью выкупа (тяжко нынче у общественников с баблом - ни чем не гнушаются).Гражданина злодеи нахлобучили на вечерней прогулке с собакой и повезли в Симферополь. По трассе их реализовали парни из УМВД России по г. Севастополь совместно с Крымскими коллегами (как любит называть их Крымский общественник Константин Ерманов - ""мусора"" и ""шерсть"").Сотрудники отработали на отлично - заложник жив-здоров, злодеи под следствием. Стоит отметить, что при задержании один из злодеев пытался продолжить движение, чем создал угрозу жизни и здоровью сотрудникам полиции. @romanov_92"
83|/media/wtheisen/scratch2/telegram_video/Ateobreaking/239/post_239_video.mp4|Ateo Breaking ✔Город Дзержинский. Полиция в рупор объявляет, что в городе введен комендантский час
84|/media/wtheisen/scratch2/telegram_video/Ateobreaking/500/post_500_video.mp4|Ateo Breaking ✔Москвичи присылают видео с пустыми станциями метро
85|/media/wtheisen/scratch2/telegram_video/Ateobreaking/24/post_24_video.mp4|Ateo Breaking ✔В провинции Хубэй в Китае народ бунтует. Подробностей пока нет.После снятия карантина, жители провинции Хубэй, желавшие ее покинуть, не смогли это сделать, так как блок посты на границе провинции никого не выпускали. Это и послужило причиной беспорядков.
86|/media/wtheisen/scratch2/telegram_video/Ateobreaking/174/post_174_video.mp4|Ateo Breaking ✔Остатки ракеты-перехватчика ЗРК Patriot после успешного поражения одной из вражеских ракет над столицей Саудовской Аравии городом Эр-Риядом.
87|/media/wtheisen/scratch2/telegram_video/Ateobreaking/171/post_171_video.mp4|Ateo Breaking ✔
88|/media/wtheisen/scratch2/telegram_video/Ateobreaking/577/post_577_video.mp4|Ateo Breaking ✔Пока мы ждём обращения к народу России, давайте вспомним одно из первых обращений Вламира Путина к народу чуть больше 20-ти лет назад. Кстати, нефть стоила столько же.
89|/media/wtheisen/scratch2/telegram_video/Ateobreaking/401/post_401_video.mp4|Ateo Breaking ✔В Краснодарском крае горит камыш на площади 1200 кв. м. В тушение задействовано 11 единиц техники и 48 человек, сообщают в МЧС
90|/media/wtheisen/scratch2/telegram_video/Ateobreaking/523/post_523_video.mp4|Ateo Breaking ✔Губернатор Ленинградской области во время пресс-конференции прямо назвал людей рабами.Власть уже не скрывает свое отношение к остальному люду:
91|/media/wtheisen/scratch2/telegram_video/Ateobreaking/169/post_169_video.mp4|Ateo Breaking ✔⚡️В районе столицы Саудовской Аравии сработали системы ПВО.По информации Al-Arabiya, системами ПВО были перехвачены две ракеты.
92|/media/wtheisen/scratch2/telegram_video/Ateobreaking/526/post_526_video.mp4|Ateo Breaking ✔Махачкала, въезд в город. Посмотрите до конца.
93|/media/wtheisen/scratch2/telegram_video/Ateobreaking/147/post_147_video.mp4|Ateo Breaking ✔Гуччи жертвует миллионы на борьбу с вирусом. Другой бренд по стриму учит бесплатно делать маски. А у нас дочь мошенника и наркомана Кети Топурия продает ебаный лоскуток ткани без фильтров за 1500 руб.
94|/media/wtheisen/scratch2/telegram_video/Ateobreaking/68/post_68_video.mp4|Ateo Breaking ✔Активисты «российского движения колледжей» в Саранске (такое тоже существует) решили поднять настроение горожанам и провести акцию «Не боишься коронавируса – дай пять».
95|/media/wtheisen/scratch2/telegram_video/Ateobreaking/194/post_194_video.mp4|Ateo Breaking ✔Сегодня громадные очереди на проходной Омского нефтеперерабатывающего завода чтобы измерить температуру тела. Ну в такой толпе по мнению начальства никто не заразится, главное температуру померить
96|/media/wtheisen/scratch2/telegram_video/Ateobreaking/190/post_190_video.mp4|Ateo Breaking ✔
97|/media/wtheisen/scratch2/telegram_video/Ateobreaking/474/post_474_video.mp4|Ateo Breaking ✔Немного о буднях сурового города. Поливальные машины прошли по Челябинску и обработали дороги перекисью водорода.Выглядит... необычно.
98|/media/wtheisen/scratch2/telegram_video/Ateobreaking/316/post_316_video.mp4|Ateo Breaking ✔Лос-Анджелес во время карантина
99|/media/wtheisen/scratch2/telegram_video/Ateobreaking/488/post_488_video.mp4|Ateo Breaking ✔Жителей Новосибирска напугали сиренами. Их врубили через городские матюгальники вместе с оповещениями о самоизоляции. Но жалоб оказалось так много, что чиновники решили сирену убрать
100|/media/wtheisen/scratch2/telegram_video/Ateobreaking/135/post_135_video.mp4|"Ateo Breaking ✔В Ростове-на-Дону загорелся камыш. И огонь подбирается вплотную в ""Ростов Арене"". Пожарным пока с трудом удается сдерживать пламя"
101|/media/wtheisen/scratch2/telegram_video/Ateobreaking/144/post_144_video.mp4|Ateo Breaking ✔В Ростове-на-Дону какие-то поехавшие подожгли камыши. Пожар разгорелся настолько, что пришлось задействовать авиацию и большое количество пожарных. Сотрудник МЧС погиб, поджигателей ищут
102|/media/wtheisen/scratch2/telegram_video/Ateobreaking/79/post_79_video.mp4|Ateo Breaking ✔Чеченец угрожает отрубить руку сотруднику МВД, который дал подзатыльник задержанному на этом видеоНеделю назад в Москве взяли банду, которая грабила людей. Приняли отморозков достаточно жестко, и теперь сотрудников разыскивает некий влиятельный чеченец, грозящийся отрубить руку оперативнику, который отвесил пару затрещин кавказцу-разбойнику. Видео — Readovka
103|/media/wtheisen/scratch2/telegram_video/Ateobreaking/487/post_487_video.mp4|Ateo Breaking ✔❗️ Появилось видео из магазина, где мужчина ранил продавца мачетеСейчас шизика ищет полиция, а пострадавшего парня доставили в больницу.
104|/media/wtheisen/scratch2/telegram_video/Ateobreaking/112/post_112_video.mp4|Ateo Breaking ✔Самоизоляция, карантин, борьба с коронавирусом в РоссииОмск
105|/media/wtheisen/scratch2/telegram_video/Ateobreaking/301/post_301_video.mp4|Ateo Breaking ✔Жители Сингапура сегодня решили поддержать врачей, борющихся с коронавирусом.
106|/media/wtheisen/scratch2/telegram_video/Ateobreaking/521/post_521_video.mp4|Ateo Breaking ✔От коронавируса нет вакцины. Режим самоизоляции - это сейчас самое главное. Так Подмосковье быстрее сможет вернуться к обычной жизни. Андрей Воробьев рассказал жителям региона о ситуации с коронавирусной инфекцией в Московской области.
107|/media/wtheisen/scratch2/telegram_video/Ateobreaking/333/post_333_video.mp4|Ateo Breaking ✔Уровень карантина в Израиле
108|/media/wtheisen/scratch2/telegram_video/Ateobreaking/87/post_87_video.mp4|Ateo Breaking ✔Жители столицы Узбекистана Ташкента с балконов и окон аплодируют всем тем, кто борется с коронавирусом в 22:00 по местному времени
109|/media/wtheisen/scratch2/telegram_video/Ateobreaking/213/post_213_video.mp4|Ateo Breaking ✔⚡️Из Вишневского в Казани парень собирается прыгнуть с моста. ГИБДД перекрыли дорогу.
110|/media/wtheisen/scratch2/telegram_video/Ateobreaking/435/post_435_video.mp4|Ateo Breaking ✔В Санкт-Петербурге сегодня тоже пусто. Исторические кадры.
111|/media/wtheisen/scratch2/telegram_video/Ateobreaking/164/post_164_video.mp4|Ateo Breaking ✔Американские врачи показали, как коронавирус поражает легкие человекаМедики из госпиталя университета Джорджа Вашингтона создали компьютерную 3D-модель легких на основе данных компьютерной томографии реального пациента с коронавирусом. Желтые участки - это повреждение легких.
112|/media/wtheisen/scratch2/telegram_video/Ateobreaking/212/post_212_video.mp4|Ateo Breaking ✔На Патриарших прудах жителей Москвы призывают разойтись по домам. Машины с громкоговорителями также работают на Делегатской улице.
113|/media/wtheisen/scratch2/telegram_video/Ateobreaking/91/post_91_video.mp4|Ateo Breaking ✔Карантин в Чечне выглядит как-то так. Это видео снято в Грозном. По городу ездят патрульные машины, полицейские просят людей уйти с улицы и зайти домой.
114|/media/wtheisen/scratch2/telegram_video/Ateobreaking/496/post_496_video.mp4|Ateo Breaking ✔В Питере сотни мигрантов осаждают ЕМЦ, чтобы остаться в России. Посмотрите на эти кадры. 2000 зараженных говорите? Видео - Мэш
115|/media/wtheisen/scratch2/telegram_video/Ateobreaking/170/post_170_video.mp4|Ateo Breaking ✔
116|/media/wtheisen/scratch2/telegram_video/Ateobreaking/568/post_568_video.mp4|Ateo Breaking ✔
117|/media/wtheisen/scratch2/telegram_video/Ateobreaking/208/post_208_video.mp4|Ateo Breaking ✔Чтобы нарушить режим карантина в Венесуэле нужно лишь немного заплатить полицейским.
118|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/387/post_387_video.mp4|Выпускайте Кракена!
119|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/216/post_216_video.mp4|Выпускайте Кракена!
120|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/46/post_46_video.mp4|Выпускайте Кракена!
121|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/105/post_105_video.mp4|Выпускайте Кракена!
122|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/183/post_183_video.mp4|Выпускайте Кракена!Губернатор Ставрополья после вопроса про деньги
123|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/384/post_384_video.mp4|Выпускайте Кракена!
124|/media/wtheisen/scratch2/telegram_video/rlz_the_kraken/86/post_86_video.mp4|Выпускайте Кракена!
125|/media/wtheisen/scratch2/telegram_video/petrlundstrem/413/post_413_video.mp4|"Пётр ЛундстремВ Екатеринбурге прошла литургия у Храма-на-Крови, после чего люди отправились по маршруту Царского крестного хода. Власти ранее отменили крестный ход, Роспотребнадзор запретил в регионе мероприятия с участием более 500 человек.""Часть людей, участвовавших в литургии, отправилась на Ганину Яму пешком, малыми группами, по тротуару. Традиционным крестным ходом это называть нельзя"", – сказали РИА Новости в Екатеринбургской епархии."
126|/media/wtheisen/scratch2/telegram_video/petrlundstrem/322/post_322_video.mp4|Пётр ЛундстремРоссия.Митрополит Тверской и Кашинский Амвросий дал священникам 2 недели чтобы они укололись 💉☠️ Отказавшиеся будут запрещены в служении 😱https://kalakazo.livejournal.com/4071074.html
127|/media/wtheisen/scratch2/telegram_video/petrlundstrem/412/post_412_video.mp4|"Пётр ЛундстремВ Екатеринбурге прошла литургия у Храма-на-Крови, после чего люди отправились по маршруту Царского крестного хода. Власти ранее отменили крестный ход, Роспотребнадзор запретил в регионе мероприятия с участием более 500 человек.""Часть людей, участвовавших в литургии, отправилась на Ганину Яму пешком, малыми группами, по тротуару. Традиционным крестным ходом это называть нельзя"", – сказали РИА Новости в Екатеринбургской епархии."
128|/media/wtheisen/scratch2/telegram_video/petrlundstrem/400/post_400_video.mp4|Пётр Лундстрем🇫🇷 Во Франции по всей стране на улице вышли протестующие против обязательной вакцинацииВ Париже полиция применяет слезоточивые газ и резиновые пули.Макрон ввёл так называемый санитарный пропуск: без него с августа не пустят в бары, рестораны, больницы, дома престарелых, поезда и самолёты. Кроме того, введена обязательная вакцинация для медиков.
129|/media/wtheisen/scratch2/telegram_video/petrlundstrem/283/post_283_video.mp4|Пётр ЛундстремВрач из Новосибирска рассказала, почему массовая вакцинация - зло. Согласны с ней ?👉🏼 новостная лента
130|/media/wtheisen/scratch2/telegram_video/petrlundstrem/290/post_290_video.mp4|Пётр Лундстрем🔼🔼🔼Прекрасное видео про вакцинацию и держиморды.🔽🔽🔽Пытались склонить и врали (с) Да-да. И называли земляным червяком.Но свободные и прекрасные граждане (мы) не допустили этого.
131|/media/wtheisen/scratch2/telegram_video/petrlundstrem/401/post_401_video.mp4|Пётр Лундстрем🇫🇷 Во Франции по всей стране на улице вышли протестующие против обязательной вакцинацииВ Париже полиция применяет слезоточивые газ и резиновые пули.Макрон ввёл так называемый санитарный пропуск: без него с августа не пустят в бары, рестораны, больницы, дома престарелых, поезда и самолёты. Кроме того, введена обязательная вакцинация для медиков.
132|/media/wtheisen/scratch2/telegram_video/petrlundstrem/311/post_311_video.mp4|Пётр Лундстрем«Вручать приз за лучший фильм этому подлому фильму, позорящему мою страну, я попросил бы Памелу Андерсон. Я этого делать не буду»: Умер кинорежиссер Владимир Меньшов, снявший «Любовь и голуби» и «Москва слезам не верит» и отказавшийся вручать приз фильму «Сволочи».
133|/media/wtheisen/scratch2/telegram_video/petrlundstrem/229/post_229_video.mp4|Пётр ЛундстремВ Москве проходит собрание противников вакцинацииВ эти минуты в Новопушкинском сквере в центре столицы проходит встреча жителей, не согласных с принудительной вакцинацией, с депутатами КПРФ.Жарко, народу не слишком много
134|/media/wtheisen/scratch2/telegram_video/petrlundstrem/294/post_294_video.mp4|Пётр ЛундстремИзучаем опыт классовой борьбы в Индии)https://t.me/MIrvMomente/5728
135|/media/wtheisen/scratch2/telegram_video/petrlundstrem/402/post_402_video.mp4|Пётр Лундстрем🇫🇷 Во Франции по всей стране на улице вышли протестующие против обязательной вакцинацииВ Париже полиция применяет слезоточивые газ и резиновые пули.Макрон ввёл так называемый санитарный пропуск: без него с августа не пустят в бары, рестораны, больницы, дома престарелых, поезда и самолёты. Кроме того, введена обязательная вакцинация для медиков.
136|/media/wtheisen/scratch2/telegram_video/petrlundstrem/58/post_58_video.mp4|Пётр ЛундстремОсновные принципы дирижёра Громова: потеешь, значит все не зря!
137|/media/wtheisen/scratch2/telegram_video/petrlundstrem/415/post_415_video.mp4|Пётр ЛундстремКрестный ход во главе с Митрополитом Евгением (Кульбергом) и Митрополитом Викентием (Морарь).
138|/media/wtheisen/scratch2/telegram_video/petrlundstrem/62/post_62_video.mp4|Пётр ЛундстремПушкин, Чайковский, школьные коллективы со всей страны, ну и оркестр камерной музыки Леонида Лундстрема как часть театрального действа )Отличная поездка в просто супер-компании )#пушкин#мастерскаялундстрема
139|/media/wtheisen/scratch2/telegram_video/petrlundstrem/320/post_320_video.mp4|Пётр ЛундстремРоссия.Митрополит Тверской и Кашинский Амвросий дал священникам 2 недели чтобы они укололись 💉☠️ Отказавшиеся будут запрещены в служении 😱https://kalakazo.livejournal.com/4071074.html
140|/media/wtheisen/scratch2/telegram_video/petrlundstrem/410/post_410_video.mp4|"Пётр ЛундстремВ Екатеринбурге прошла литургия у Храма-на-Крови, после чего люди отправились по маршруту Царского крестного хода. Власти ранее отменили крестный ход, Роспотребнадзор запретил в регионе мероприятия с участием более 500 человек.""Часть людей, участвовавших в литургии, отправилась на Ганину Яму пешком, малыми группами, по тротуару. Традиционным крестным ходом это называть нельзя"", – сказали РИА Новости в Екатеринбургской епархии."
141|/media/wtheisen/scratch2/telegram_video/petrlundstrem/321/post_321_video.mp4|Пётр ЛундстремРоссия.Митрополит Тверской и Кашинский Амвросий дал священникам 2 недели чтобы они укололись 💉☠️ Отказавшиеся будут запрещены в служении 😱https://kalakazo.livejournal.com/4071074.html
142|/media/wtheisen/scratch2/telegram_video/petrlundstrem/414/post_414_video.mp4|"Пётр ЛундстремВ Екатеринбурге прошла литургия у Храма-на-Крови, после чего люди отправились по маршруту Царского крестного хода. Власти ранее отменили крестный ход, Роспотребнадзор запретил в регионе мероприятия с участием более 500 человек.""Часть людей, участвовавших в литургии, отправилась на Ганину Яму пешком, малыми группами, по тротуару. Традиционным крестным ходом это называть нельзя"", – сказали РИА Новости в Екатеринбургской епархии."
143|/media/wtheisen/scratch2/telegram_video/petrlundstrem/296/post_296_video.mp4|"Пётр ЛундстремВот это кукусик, по-другому даже не скажешь! 🤦😂""это интернет, детка..."" (с.) P.S. Это называется превышение служебных полномочий. https://t.me/media_soldier/3232"
144|/media/wtheisen/scratch2/telegram_video/petrlundstrem/165/post_165_video.mp4|Пётр ЛундстремДорогие друзья!Умирать собрался, а рожь сей.К 80-летию начала Великой Отечественной на НТВ состоится премьера документального фильма «Билет на войну» — 21 июня в 23:50В этом фильме снялась и наша семья. Мы сами увидим этот фильм только сегодня вечером, но зная потрясающего режиссера Юлия Клименко и потрясающую команду телекомпании Телешоу во главе с Александр Максимов – я знаю, что будет что-то настоящее. Тот подвиг, который совершил наш народ в борьбе с фашизмом – бессмертен. И особенно актуально помнить об этом в наше непростое время. Мы их наследники.Буду рад, если посмотрите фильм вместе с нами!#билетнавойну#мастерскаялундстрема
145|/media/wtheisen/scratch2/telegram_video/petrlundstrem/60/post_60_video.mp4|Пётр ЛундстремШедевр! Когда решил убедить её, что оркестр – главное лицо вуза. Есть же умельцы у нас )
